,STATION,NAME,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DT,year
2710,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-03,0.0,",,W,2400",,,,,64.0,"H,,S",71,",,W",61,",,W",2017-06-03,2017
2711,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-04,0.0,",,W,2400",,,,,63.0,"H,,S",67,",,W",61,",,W",2017-06-04,2017
2712,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-05,0.0,",,W,2400",,,,,63.0,"H,,S",71,",,W",60,",,W",2017-06-05,2017
2713,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-06,0.0,",,W,2400",,,,,64.0,"H,,S",68,",,W",62,",,W",2017-06-06,2017
2714,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-07,0.0,"T,,W,2400",,,,,63.0,"H,,S",69,",,W",61,",,W",2017-06-07,2017
2715,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-08,0.0,"T,,W,2400",,,,,63.0,"H,,S",68,",,W",60,",,W",2017-06-08,2017
2716,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-09,0.0,",,W,2400",,,,,64.0,"H,,S",71,",,W",58,",,W",2017-06-09,2017
2717,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-10,0.0,",,W,2400",,,,,64.0,"H,,S",69,",,W",61,",,W",2017-06-10,2017
2718,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-11,0.0,"T,,W,2400",,,,,64.0,"H,,S",69,",,W",60,",,W",2017-06-11,2017
2719,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-12,0.0,",,W,2400",,,,,63.0,"H,,S",71,",,W",56,",,W",2017-06-12,2017
2720,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-13,0.0,",,W,2400",,,,,64.0,"H,,S",72,",,W",57,",,W",2017-06-13,2017
2721,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-14,0.0,",,W,2400",,,,,67.0,"H,,S",76,",,W",60,",,W",2017-06-14,2017
2722,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-15,0.0,",,W,2400",,,,,69.0,"H,,S",78,",,W",61,",,W",2017-06-15,2017
2723,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-16,0.0,",,W,2400",,,,,70.0,"H,,S",77,",,W",62,",,W",2017-06-16,2017
2724,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-17,0.0,",,W,2400",,,,,68.0,"H,,S",75,",,W",62,",,W",2017-06-17,2017
2725,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-18,0.0,",,W,2400",,,,,66.0,"H,,S",74,",,W",61,",,W",2017-06-18,2017
2726,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-19,0.0,",,W,2400",,,,,66.0,"H,,S",74,",,W",61,",,W",2017-06-19,2017
2727,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-20,0.0,",,W,2400",,,,,65.0,"H,,S",72,",,W",61,",,W",2017-06-20,2017
2728,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-21,0.0,",,W,2400",,,,,66.0,"H,,S",73,",,W",62,",,W",2017-06-21,2017
2729,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-22,0.0,",,W,2400",,,,,67.0,"H,,S",75,",,W",63,",,W",2017-06-22,2017
2730,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-23,0.0,",,W,2400",,,,,66.0,"H,,S",70,",,W",61,",,W",2017-06-23,2017
2731,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-24,0.0,",,W,2400",,,,,65.0,"H,,S",71,",,W",61,",,W",2017-06-24,2017
2732,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-25,0.0,",,W,2400",,,,,68.0,"H,,S",77,",,W",63,",,W",2017-06-25,2017
2733,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-26,0.0,",,W,2400",,,,,71.0,"H,,S",82,",,W",64,",,W",2017-06-26,2017
2734,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-27,0.0,",,W,2400",,,,,71.0,"H,,S",78,",,W",62,",,W",2017-06-27,2017
2735,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-28,0.0,",,W,2400",,,,,67.0,"H,,S",72,",,W",61,",,W",2017-06-28,2017
2736,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-29,0.0,",,W,2400",,,,,67.0,"H,,S",74,",,W",63,",,W",2017-06-29,2017
2737,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-06-30,0.0,",,W,2400",,,,,66.0,"H,,S",73,",,W",61,",,W",2017-06-30,2017
2738,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-01,0.0,",,W,2400",,,,,65.0,"H,,S",72,",,W",62,",,W",2017-07-01,2017
2739,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-02,0.0,",,W,2400",,,,,67.0,"H,,S",76,",,W",63,",,W",2017-07-02,2017
2740,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-03,0.0,",,W,2400",,,,,67.0,"H,,S",74,",,W",63,",,W",2017-07-03,2017
2741,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-04,0.0,",,W,2400",,,,,67.0,"H,,S",75,",,W",62,",,W",2017-07-04,2017
2742,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-05,0.0,",,W,2400",,,,,68.0,"H,,S",76,",,W",63,",,W",2017-07-05,2017
2743,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-06,0.0,",,W,2400",,,,,69.0,"H,,S",76,",,W",64,",,W",2017-07-06,2017
2744,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-07,0.0,",,W,2400",,,,,72.0,"H,,S",83,",,W",66,",,W",2017-07-07,2017
2745,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-08,0.0,",,W,2400",,,,,76.0,"H,,S",86,",,W",70,",,W",2017-07-08,2017
2746,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-09,0.0,",,W,2400",,,,,77.0,"H,,S",88,",,W",69,",,W",2017-07-09,2017
2747,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-10,0.0,",,W,2400",,,,,75.0,"H,,S",84,",,W",68,",,W",2017-07-10,2017
2748,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-11,0.0,",,W,2400",,,,,72.0,"H,,S",77,",,W",67,",,W",2017-07-11,2017
2749,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-12,0.0,",,W,2400",,,,,70.0,"H,,S",75,",,W",65,",,W",2017-07-12,2017
2750,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-13,0.0,",,W,2400",,,,,69.0,"H,,S",75,",,W",65,",,W",2017-07-13,2017
2751,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-14,0.0,",,W,2400",,,,,68.0,"H,,S",73,",,W",64,",,W",2017-07-14,2017
2752,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-15,0.0,",,W,2400",,,,,70.0,"H,,S",80,",,W",65,",,W",2017-07-15,2017
2753,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-16,0.0,",,W,2400",,,,,73.0,"H,,S",81,",,W",67,",,W",2017-07-16,2017
2754,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-17,0.0,",,W,2400",,,,,72.0,"H,,S",77,",,W",68,",,W",2017-07-17,2017
2755,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-18,0.0,",,W,2400",,,,,72.0,"H,,S",78,",,W",67,",,W",2017-07-18,2017
2756,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-19,0.0,",,W,2400",,,,,71.0,"H,,S",78,",,W",67,",,W",2017-07-19,2017
2757,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-20,0.0,",,W,2400",,,,,72.0,"H,,S",80,",,W",67,",,W",2017-07-20,2017
2758,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-21,0.0,",,W,2400",,,,,71.0,"H,,S",77,",,W",66,",,W",2017-07-21,2017
2759,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-22,0.0,",,W,2400",,,,,71.0,"H,,S",77,",,W",66,",,W",2017-07-22,2017
2760,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-23,0.0,",,W,2400",,,,,71.0,"H,,S",77,",,W",67,",,W",2017-07-23,2017
2761,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-24,0.0,",,W,2400",,,,,71.0,"H,,S",77,",,W",67,",,W",2017-07-24,2017
2762,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-25,0.0,",,W,2400",,,,,71.0,"H,,S",77,",,W",68,",,W",2017-07-25,2017
2763,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-26,0.0,",,W,2400",,,,,70.0,"H,,S",76,",,W",67,",,W",2017-07-26,2017
2764,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-27,0.0,",,W,2400",,,,,70.0,"H,,S",77,",,W",67,",,W",2017-07-27,2017
2765,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-28,0.0,",,W,2400",,,,,70.0,"H,,S",75,",,W",66,",,W",2017-07-28,2017
2766,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-29,0.0,",,W,2400",,,,,70.0,"H,,S",77,",,W",66,",,W",2017-07-29,2017
2767,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-30,0.0,",,W,2400",,,,,71.0,"H,,S",76,",,W",65,",,W",2017-07-30,2017
2768,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-07-31,0.0,",,W,2400",,,,,68.0,"H,,S",74,",,W",65,",,W",2017-07-31,2017
2769,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-01,0.0,"T,,W,2400",,,,,71.0,"H,,S",82,",,W",67,",,W",2017-08-01,2017
2770,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-02,0.0,",,W,2400",,,,,76.0,"H,,S",86,",,W",71,",,W",2017-08-02,2017
2771,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-03,0.0,",,W,2400",,,,,77.0,"H,,S",84,",,W",72,",,W",2017-08-03,2017
2772,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-04,0.0,",,W,2400",,,,,75.0,"H,,S",79,",,W",69,",,W",2017-08-04,2017
2773,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-05,0.0,",,W,2400",,,,,72.0,"H,,S",78,",,W",68,",,W",2017-08-05,2017
2774,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-06,0.0,",,W,2400",,,,,72.0,"H,,S",78,",,W",67,",,W",2017-08-06,2017
2775,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-07,0.0,",,W,2400",,,,,71.0,"H,,S",76,",,W",67,",,W",2017-08-07,2017
2776,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-08,0.0,",,W,2400",,,,,71.0,"H,,S",78,",,W",67,",,W",2017-08-08,2017
2777,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-09,0.0,",,W,2400",,,,,71.0,"H,,S",75,",,W",66,",,W",2017-08-09,2017
2778,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-10,0.0,",,W,2400",,,,,70.0,"H,,S",76,",,W",66,",,W",2017-08-10,2017
2779,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-11,0.0,",,W,2400",,,,,69.0,"H,,S",73,",,W",66,",,W",2017-08-11,2017
2780,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-12,0.0,",,W,2400",,,,,69.0,"H,,S",76,",,W",64,",,W",2017-08-12,2017
2781,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-13,0.0,",,W,2400",,,,,69.0,"H,,S",76,",,W",65,",,W",2017-08-13,2017
2782,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-14,0.0,",,W,2400",,,,,69.0,"H,,S",75,",,W",65,",,W",2017-08-14,2017
2783,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-15,0.0,",,W,2400",,,,,68.0,"H,,S",74,",,W",65,",,W",2017-08-15,2017
2784,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-16,0.0,",,W,2400",,,,,69.0,"H,,S",75,",,W",66,",,W",2017-08-16,2017
2785,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-17,0.0,",,W,2400",,,,,69.0,"H,,S",75,",,W",65,",,W",2017-08-17,2017
2786,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-18,0.0,",,W,2400",,,,,69.0,"H,,S",75,",,W",65,",,W",2017-08-18,2017
2787,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-19,0.0,",,W,2400",,,,,69.0,"H,,S",74,",,W",66,",,W",2017-08-19,2017
2788,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-20,0.0,",,W,2400",,,,,69.0,"H,,S",76,",,W",66,",,W",2017-08-20,2017
2789,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-21,0.0,",,W,2400",,,,,70.0,"H,,S",76,",,W",67,",,W",2017-08-21,2017
2790,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-22,0.0,",,W,2400",,,,,70.0,"H,,S",75,",,W",66,",,W",2017-08-22,2017
2791,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-23,0.0,",,W,2400",,,,,69.0,"H,,S",74,",,W",66,",,W",2017-08-23,2017
2792,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-24,0.0,",,W,2400",,,,,68.0,"H,,S",73,",,W",66,",,W",2017-08-24,2017
2793,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-25,0.0,",,W,2400",,,,,69.0,"H,,S",74,",,W",67,",,W",2017-08-25,2017
2794,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-26,0.0,",,W,2400",,,,,69.0,"H,,S",75,",,W",66,",,W",2017-08-26,2017
2795,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-27,0.0,",,W,2400",,,,,68.0,"H,,S",73,",,W",65,",,W",2017-08-27,2017
2796,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-28,0.0,",,W,2400",,,,,69.0,"H,,S",76,",,W",68,",,W",2017-08-28,2017
2797,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-29,0.0,",,W,2400",,,,,72.0,"H,,S",83,",,W",67,",,W",2017-08-29,2017
2798,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-30,0.0,",,W,2400",,,,,74.0,"H,,S",83,",,W",68,",,W",2017-08-30,2017
2799,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-08-31,0.0,"T,,W,2400",,,,,77.0,"H,,S",93,",,W",71,",,W",2017-08-31,2017
2800,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-01,0.0,",,W,2400",,,,,80.0,"H,,S",92,",,W",73,",,W",2017-09-01,2017
2801,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-02,0.0,",,W,2400",,,,,81.0,"H,,S",95,",,W",73,",,W",2017-09-02,2017
2802,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-03,0.0,"T,,W,2400",,,,,84.0,"H,,S",97,",,W",75,",,W",2017-09-03,2017
2803,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-04,0.06,",,W,2400",,,,,76.0,"H,,S",79,",,W",71,",,W",2017-09-04,2017
2804,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-05,0.0,",,W,2400",,,,,74.0,"H,,S",78,",,W",70,",,W",2017-09-05,2017
2805,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-06,0.0,",,W,2400",,,,,72.0,"H,,S",75,",,W",66,",,W",2017-09-06,2017
2806,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-07,0.0,",,W,2400",,,,,71.0,"H,,S",77,",,W",66,",,W",2017-09-07,2017
2807,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-08,0.0,",,W,2400",,,,,70.0,"H,,S",77,",,W",65,",,W",2017-09-08,2017
2808,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-09,0.0,",,W,2400",,,,,70.0,"H,,S",76,",,W",65,",,W",2017-09-09,2017
2809,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-10,0.0,",,W,2400",,,,,70.0,"H,,S",82,",,W",65,",,W",2017-09-10,2017
2810,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-11,0.0,",,W,2400",,,,,73.0,"H,,S",85,",,W",69,",,W",2017-09-11,2017
2811,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-12,0.0,",,W,2400",,,,,70.0,"H,,S",74,",,W",65,",,W",2017-09-12,2017
2812,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-13,0.0,",,W,2400",,,,,68.0,"H,,S",74,",,W",65,",,W",2017-09-13,2017
2813,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-14,0.0,",,W,2400",,,,,68.0,"H,,S",74,",,W",63,",,W",2017-09-14,2017
2814,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-15,0.0,",,W,2400",,,,,68.0,"H,,S",74,",,W",64,",,W",2017-09-15,2017
2815,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-16,0.0,",,W,2400",,,,,69.0,"H,,S",76,",,W",64,",,W",2017-09-16,2017
2816,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-17,0.0,",,W,2400",,,,,68.0,"H,,S",73,",,W",65,",,W",2017-09-17,2017
2817,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-18,0.0,",,W,2400",,,,,67.0,"H,,S",73,",,W",64,",,W",2017-09-18,2017
2818,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-19,0.0,",,W,2400",,,,,69.0,"H,,S",75,",,W",65,",,W",2017-09-19,2017
2819,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-20,0.0,",,W,2400",,,,,69.0,"H,,S",77,",,W",63,",,W",2017-09-20,2017
2820,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-21,0.02,",,W,2400",,,,,68.0,"H,,S",71,",,W",62,",,W",2017-09-21,2017
2821,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-22,0.0,",,W,2400",,,,,65.0,"H,,S",72,",,W",58,",,W",2017-09-22,2017
2822,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-23,0.0,",,W,2400",,,,,64.0,"H,,S",72,",,W",56,",,W",2017-09-23,2017
2823,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-24,0.0,",,W,2400",,,,,67.0,"H,,S",80,",,W",58,",,W",2017-09-24,2017
2824,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-25,0.0,",,W,2400",,,,,72.0,"H,,S",85,",,W",60,",,W",2017-09-25,2017
2825,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-26,0.0,",,W,2400",,,,,71.0,"H,,S",81,",,W",61,",,W",2017-09-26,2017
2826,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-27,0.0,",,W,2400",,,,,69.0,"H,,S",78,",,W",61,",,W",2017-09-27,2017
2827,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-28,0.0,",,W,2400",,,,,68.0,"H,,S",78,",,W",62,",,W",2017-09-28,2017
2828,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-29,0.0,",,W,2400",,,,,70.0,"H,,S",78,",,W",63,",,W",2017-09-29,2017
2829,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-09-30,0.0,",,W,2400",,,,,69.0,"H,,S",76,",,W",61,",,W",2017-09-30,2017
2830,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-01,0.0,",,W,2400",,,,,68.0,"H,,S",75,",,W",64,",,W",2017-10-01,2017
2831,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-02,0.0,",,W,2400",,,,,68.0,"H,,S",75,",,W",61,",,W",2017-10-02,2017
2832,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-03,0.0,",,W,2400",,,,,67.0,"H,,S",73,",,W",62,",,W",2017-10-03,2017
2833,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-04,0.0,",,W,2400",,,,,66.0,"H,,S",74,",,W",61,",,W",2017-10-04,2017
2834,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-05,0.0,",,W,2400",,,,,67.0,"H,,S",78,",,W",58,",,W",2017-10-05,2017
2835,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-06,0.0,",,W,2400",,,,,69.0,"H,,S",86,",,W",59,",,W",2017-10-06,2017
2836,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-07,0.0,",,W,2400",,,,,73.0,"H,,S",87,",,W",60,",,W",2017-10-07,2017
2837,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-08,0.0,",,W,2400",,,,,69.0,"H,,S",78,",,W",61,",,W",2017-10-08,2017
2838,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-09,0.0,",,W,2400",,,,,69.0,"H,,S",84,",,W",64,",,W",2017-10-09,2017
2839,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-10,0.0,",,W,2400",,,,,69.0,"H,,S",78,",,W",60,",,W",2017-10-10,2017
2840,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-11,0.0,",,W,2400",,,,,66.0,"H,,S",70,",,W",62,",,W",2017-10-11,2017
2841,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-12,0.0,",,W,2400",,,,,66.0,"H,,S",71,",,W",61,",,W",2017-10-12,2017
2842,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-13,0.0,",,W,2400",,,,,65.0,"H,,S",72,",,W",60,",,W",2017-10-13,2017
2843,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-14,0.0,",,W,2400",,,,,67.0,"H,,S",78,",,W",60,",,W",2017-10-14,2017
2844,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-15,0.0,",,W,2400",,,,,73.0,"H,,S",95,",,W",60,",,W",2017-10-15,2017
2845,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-16,0.0,",,W,2400",,,,,76.0,"H,,S",90,",,W",66,",,W",2017-10-16,2017
2846,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-17,0.0,",,W,2400",,,,,75.0,"H,,S",89,",,W",66,",,W",2017-10-17,2017
2847,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-18,0.0,",,W,2400",,,,,73.0,"H,,S",80,",,W",65,",,W",2017-10-18,2017
2848,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-19,0.0,",,W,2400",,,,,69.0,"H,,S",73,",,W",64,",,W",2017-10-19,2017
2849,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-20,0.0,",,W,2400",,,,,67.0,"H,,S",71,",,W",63,",,W",2017-10-20,2017
2850,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-21,0.0,",,W,2400",,,,,67.0,"H,,S",76,",,W",61,",,W",2017-10-21,2017
2851,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-22,0.0,",,W,2400",,,,,72.0,"H,,S",87,",,W",60,",,W",2017-10-22,2017
2852,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-23,0.0,",,W,2400",,,,,79.0,"H,,S",101,",,W",67,",,W",2017-10-23,2017
2853,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-24,0.0,",,W,2400",,,,,84.0,"H,,S",104,",,W",67,",,W",2017-10-24,2017
2854,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-25,0.0,",,W,2400",,,,,86.0,"H,,S",100,",,W",70,",,W",2017-10-25,2017
2855,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-26,0.0,",,W,2400",,,,,77.0,"H,,S",90,",,W",67,",,W",2017-10-26,2017
2856,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-27,0.0,",,W,2400",,,,,71.0,"H,,S",77,",,W",61,",,W",2017-10-27,2017
2857,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-28,0.0,",,W,2400",,,,,65.0,"H,,S",70,",,W",61,",,W",2017-10-28,2017
2858,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-29,0.0,",,W,2400",,,,,64.0,"H,,S",71,",,W",61,",,W",2017-10-29,2017
2859,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2017-10-30,0.0,"T,,W,2400",,,,,66.0,"H,,S",69,",,W",64,",,W",2017-10-30,2017
